"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42432","1","제주여행","여행","국내여행","제주특별자치도","2245","484","2729","20200316"
"42433","2","강릉여행","여행","국내여행","강원도","725","280","1005","20200316"
"42434","3","여수여행","여행","국내여행","전라남도","660","182","842","20200316"
"42435","4","속초여행","여행","국내여행","강원도","534","204","738","20200316"
"42436","5","부산여행","여행","국내여행","부산광역시","538","180","718","20200316"
"42437","6","전주여행","여행","국내여행","전라북도","382","127","509","20200316"
"42438","7","남해여행","여행","국내여행","경상남도","358","122","480","20200316"
"42439","8","경주여행","여행","국내여행","경상북도","309","132","441","20200316"
"42440","9","군산여행","여행","국내여행","전라북도","263","135","398","20200316"
"42441","10","목포여행","여행","국내여행","전라남도","225","94","319","20200316"
