"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"40622","1","부산여행","여행","국내여행","부산광역시","1346","907","2253","20190917"
"40623","2","경주여행","여행","국내여행","경상북도","1293","577","1870","20190917"
"40624","3","제주여행","여행","국내여행","제주특별자치도","1283","553","1836","20190917"
"40625","4","여수여행","여행","국내여행","전라남도","703","283","986","20190917"
"40626","5","강릉여행","여행","국내여행","강원도","642","271","913","20190917"
"40627","6","전주여행","여행","국내여행","전라북도","490","233","723","20190917"
"40628","7","속초여행","여행","국내여행","강원도","505","211","716","20190917"
"40629","8","군산여행","여행","국내여행","전라북도","479","226","705","20190917"
"40630","9","대구여행","여행","국내여행","대구광역시","407","187","594","20190917"
"40631","10","남해여행","여행","국내여행","경상남도","371","184","555","20190917"
