SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
53052,1,부산여행,여행,국내여행,부산광역시,686,2207,2893,20221208
53053,2,제주여행,여행,국내여행,제주특별자치도,387,1505,1892,20221208
53054,3,여수여행,여행,국내여행,전라남도,326,1296,1622,20221208
53055,4,경주여행,여행,국내여행,경상북도,324,1045,1369,20221208
53056,5,강릉여행,여행,국내여행,강원도,317,898,1215,20221208
53057,6,군산여행,여행,국내여행,전라북도,175,857,1032,20221208
53058,7,속초여행,여행,국내여행,강원도,268,726,994,20221208
53059,8,전주여행,여행,국내여행,전라북도,211,665,876,20221208
53060,9,대구여행,여행,국내여행,대구광역시,162,601,763,20221208
53061,10,포항여행,여행,국내여행,경상북도,155,399,554,20221208
