SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
54802,1,부산여행,여행,국내여행,부산광역시,299,2899,3198,20230528
54803,2,여수여행,여행,국내여행,전라남도,158,1990,2148,20230528
54804,3,경주여행,여행,국내여행,경상북도,208,1683,1891,20230528
54805,4,군산여행,여행,국내여행,전라북도,106,1512,1618,20230528
54806,5,제주여행,여행,국내여행,제주특별자치도,173,1425,1598,20230528
54807,6,강릉여행,여행,국내여행,강원도,145,1270,1415,20230528
54808,7,속초여행,여행,국내여행,강원도,94,1068,1162,20230528
54809,8,전주여행,여행,국내여행,전라북도,88,1061,1149,20230528
54810,9,남해여행,여행,국내여행,경상남도,104,814,918,20230528
54811,10,대구여행,여행,국내여행,대구광역시,81,837,918,20230528
