"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49282","1","부산여행","여행","국내여행","부산광역시","664","2150","2814","20220125"
"49283","2","제주여행","여행","국내여행","제주특별자치도","510","1821","2331","20220125"
"49284","3","경주여행","여행","국내여행","경상북도","322","1096","1418","20220125"
"49285","4","여수여행","여행","국내여행","전라남도","343","1034","1377","20220125"
"49286","5","강릉여행","여행","국내여행","강원도","295","1081","1376","20220125"
"49287","6","전주여행","여행","국내여행","전라북도","209","723","932","20220125"
"49288","7","속초여행","여행","국내여행","강원도","207","595","802","20220125"
"49289","8","군산여행","여행","국내여행","전라북도","179","587","766","20220125"
"49290","9","남해여행","여행","국내여행","경상남도","184","489","673","20220125"
"49291","10","포항여행","여행","국내여행","경상북도","154","456","610","20220125"
