"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41752","1","부산여행","여행","국내여행","부산광역시","2616","953","3569","20200108"
"41753","2","제주여행","여행","국내여행","제주특별자치도","2048","513","2561","20200108"
"41754","3","강릉여행","여행","국내여행","강원도","1034","332","1366","20200108"
"41755","4","여수여행","여행","국내여행","전라남도","1066","266","1332","20200108"
"41756","5","경주여행","여행","국내여행","경상북도","1060","249","1309","20200108"
"41757","6","속초여행","여행","국내여행","강원도","644","236","880","20200108"
"41758","7","전주여행","여행","국내여행","전라북도","620","174","794","20200108"
"41759","8","대구여행","여행","국내여행","대구광역시","573","177","750","20200108"
"41760","9","군산여행","여행","국내여행","전라북도","477","160","637","20200108"
"41761","10","춘천여행","여행","국내여행","강원도","385","112","497","20200108"
