"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43402","1","제주여행","여행","국내여행","제주특별자치도","2102","179","2281","20200621"
"43403","2","부산여행","여행","국내여행","부산광역시","1971","279","2250","20200621"
"43404","3","여수여행","여행","국내여행","전라남도","1240","140","1380","20200621"
"43405","4","강릉여행","여행","국내여행","강원도","1180","156","1336","20200621"
"43406","5","경주여행","여행","국내여행","경상북도","974","141","1115","20200621"
"43407","6","속초여행","여행","국내여행","강원도","908","122","1030","20200621"
"43408","7","남해여행","여행","국내여행","경상남도","878","140","1018","20200621"
"43409","8","전주여행","여행","국내여행","전라북도","503","72","575","20200621"
"43410","9","군산여행","여행","국내여행","전라북도","482","77","559","20200621"
"43411","10","통영여행","여행","국내여행","경상남도","462","71","533","20200621"
