"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49802","1","제주여행","여행","국내여행","제주특별자치도","468","1380","1848","20220318"
"49803","2","부산여행","여행","국내여행","부산광역시","454","1347","1801","20220318"
"49804","3","경주여행","여행","국내여행","경상북도","320","943","1263","20220318"
"49805","4","여수여행","여행","국내여행","전라남도","273","934","1207","20220318"
"49806","5","남해여행","여행","국내여행","경상남도","192","602","794","20220318"
"49807","6","강릉여행","여행","국내여행","강원도","234","539","773","20220318"
"49808","7","전주여행","여행","국내여행","전라북도","203","529","732","20220318"
"49809","8","군산여행","여행","국내여행","전라북도","156","521","677","20220318"
"49810","9","대구여행","여행","국내여행","대구광역시","145","329","474","20220318"
"49811","10","속초여행","여행","국내여행","강원도","150","321","471","20220318"
