"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41822","1","부산여행","여행","국내여행","부산광역시","2529","754","3283","20200115"
"41823","2","제주여행","여행","국내여행","제주특별자치도","1873","612","2485","20200115"
"41824","3","강릉여행","여행","국내여행","강원도","1064","337","1401","20200115"
"41825","4","경주여행","여행","국내여행","경상북도","1050","241","1291","20200115"
"41826","5","여수여행","여행","국내여행","전라남도","1021","264","1285","20200115"
"41827","6","속초여행","여행","국내여행","강원도","715","215","930","20200115"
"41828","7","전주여행","여행","국내여행","전라북도","574","192","766","20200115"
"41829","8","대구여행","여행","국내여행","대구광역시","524","154","678","20200115"
"41830","9","군산여행","여행","국내여행","전라북도","506","160","666","20200115"
"41831","10","목포여행","여행","국내여행","전라남도","426","141","567","20200115"
