"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48512","1","부산여행","여행","국내여행","부산광역시","409","2597","3006","20211114"
"48513","2","제주여행","여행","국내여행","제주특별자치도","234","2080","2314","20211114"
"48514","3","경주여행","여행","국내여행","경상북도","158","1500","1658","20211114"
"48515","4","여수여행","여행","국내여행","전라남도","176","1271","1447","20211114"
"48516","5","강릉여행","여행","국내여행","강원도","150","1169","1319","20211114"
"48517","6","전주여행","여행","국내여행","전라북도","98","760","858","20211114"
"48518","7","군산여행","여행","국내여행","전라북도","83","674","757","20211114"
"48519","8","속초여행","여행","국내여행","강원도","88","663","751","20211114"
"48520","9","대구여행","여행","국내여행","대구광역시","72","625","697","20211114"
"48521","10","남해여행","여행","국내여행","경상남도","91","581","672","20211114"
