"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48382","1","부산여행","여행","국내여행","부산광역시","716","2286","3002","20211101"
"48383","2","제주여행","여행","국내여행","제주특별자치도","632","1988","2620","20211101"
"48384","3","경주여행","여행","국내여행","경상북도","560","1686","2246","20211101"
"48385","4","여수여행","여행","국내여행","전라남도","379","1204","1583","20211101"
"48386","5","강릉여행","여행","국내여행","강원도","268","884","1152","20211101"
"48387","6","전주여행","여행","국내여행","전라북도","230","707","937","20211101"
"48388","7","군산여행","여행","국내여행","전라북도","188","547","735","20211101"
"48389","8","속초여행","여행","국내여행","강원도","196","535","731","20211101"
"48390","9","포항여행","여행","국내여행","경상북도","162","562","724","20211101"
"48391","10","대구여행","여행","국내여행","대구광역시","147","539","686","20211101"
