"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"46672","1","제주여행","여행","국내여행","제주특별자치도","524","1279","1803","20210514"
"46673","2","부산여행","여행","국내여행","부산광역시","457","1292","1749","20210514"
"46674","3","경주여행","여행","국내여행","경상북도","335","817","1152","20210514"
"46675","4","여수여행","여행","국내여행","전라남도","276","672","948","20210514"
"46676","5","강릉여행","여행","국내여행","강원도","231","615","846","20210514"
"46677","6","속초여행","여행","국내여행","강원도","167","435","602","20210514"
"46678","7","전주여행","여행","국내여행","전라북도","186","405","591","20210514"
"46679","8","남해여행","여행","국내여행","경상남도","205","335","540","20210514"
"46680","9","군산여행","여행","국내여행","전라북도","174","352","526","20210514"
"46681","10","대구여행","여행","국내여행","대구광역시","120","387","507","20210514"
