"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"44832","1","부산여행","여행","국내여행","부산광역시","619","1955","2574","20201111"
"44833","2","제주여행","여행","국내여행","제주특별자치도","540","1840","2380","20201111"
"44834","3","경주여행","여행","국내여행","경상북도","340","949","1289","20201111"
"44835","4","여수여행","여행","국내여행","전라남도","288","933","1221","20201111"
"44836","5","강릉여행","여행","국내여행","강원도","295","801","1096","20201111"
"44837","6","속초여행","여행","국내여행","강원도","216","603","819","20201111"
"44838","7","전주여행","여행","국내여행","전라북도","193","514","707","20201111"
"44839","8","남해여행","여행","국내여행","경상남도","224","455","679","20201111"
"44840","9","군산여행","여행","국내여행","전라북도","186","453","639","20201111"
"44841","10","춘천여행","여행","국내여행","강원도","141","354","495","20201111"
