"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41182","1","부산여행","여행","국내여행","부산광역시","1883","738","2621","20191112"
"41183","2","제주여행","여행","국내여행","제주특별자치도","1293","425","1718","20191112"
"41184","3","경주여행","여행","국내여행","경상북도","930","298","1228","20191112"
"41185","4","여수여행","여행","국내여행","전라남도","845","289","1134","20191112"
"41186","5","강릉여행","여행","국내여행","강원도","744","260","1004","20191112"
"41187","6","전주여행","여행","국내여행","전라북도","603","215","818","20191112"
"41188","7","대구여행","여행","국내여행","대구광역시","495","213","708","20191112"
"41189","8","속초여행","여행","국내여행","강원도","482","195","677","20191112"
"41190","9","군산여행","여행","국내여행","전라북도","470","205","675","20191112"
"41191","10","춘천여행","여행","국내여행","강원도","372","125","497","20191112"
