"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48322","1","제주여행","여행","국내여행","제주특별자치도","627","2059","2686","20211026"
"48323","2","부산여행","여행","국내여행","부산광역시","581","1647","2228","20211026"
"48324","3","경주여행","여행","국내여행","경상북도","588","1453","2041","20211026"
"48325","4","여수여행","여행","국내여행","전라남도","313","1118","1431","20211026"
"48326","5","강릉여행","여행","국내여행","강원도","266","756","1022","20211026"
"48327","6","전주여행","여행","국내여행","전라북도","222","616","838","20211026"
"48328","7","속초여행","여행","국내여행","강원도","218","587","805","20211026"
"48329","8","군산여행","여행","국내여행","전라북도","195","562","757","20211026"
"48330","9","남해여행","여행","국내여행","경상남도","189","453","642","20211026"
"48331","10","대구여행","여행","국내여행","대구광역시","179","427","606","20211026"
