SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
52952,1,부산여행,여행,국내여행,부산광역시,666,2091,2757,20221128
52953,2,제주여행,여행,국내여행,제주특별자치도,363,1354,1717,20221128
52954,3,경주여행,여행,국내여행,경상북도,330,1088,1418,20221128
52955,4,여수여행,여행,국내여행,전라남도,274,1052,1326,20221128
52956,5,강릉여행,여행,국내여행,강원도,269,877,1146,20221128
52957,6,전주여행,여행,국내여행,전라북도,226,662,888,20221128
52958,7,군산여행,여행,국내여행,전라북도,207,641,848,20221128
52959,8,속초여행,여행,국내여행,강원도,232,615,847,20221128
52960,9,대구여행,여행,국내여행,대구광역시,188,492,680,20221128
52961,10,포항여행,여행,국내여행,경상북도,142,363,505,20221128
