"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"47902","1","제주여행","여행","국내여행","제주특별자치도","426","1463","1889","20210914"
"47903","2","경주여행","여행","국내여행","경상북도","503","1237","1740","20210914"
"47904","3","부산여행","여행","국내여행","부산광역시","461","1157","1618","20210914"
"47905","4","여수여행","여행","국내여행","전라남도","356","1054","1410","20210914"
"47906","5","강릉여행","여행","국내여행","강원도","230","732","962","20210914"
"47907","6","전주여행","여행","국내여행","전라북도","218","555","773","20210914"
"47908","7","군산여행","여행","국내여행","전라북도","188","485","673","20210914"
"47909","8","속초여행","여행","국내여행","강원도","197","434","631","20210914"
"47910","9","남해여행","여행","국내여행","경상남도","196","389","585","20210914"
"47911","10","포항여행","여행","국내여행","경상북도","164","369","533","20210914"
