"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"46282","1","제주여행","여행","국내여행","제주특별자치도","818","2476","3294","20210405"
"46283","2","부산여행","여행","국내여행","부산광역시","528","1427","1955","20210405"
"46284","3","경주여행","여행","국내여행","경상북도","450","1211","1661","20210405"
"46285","4","여수여행","여행","국내여행","전라남도","348","981","1329","20210405"
"46286","5","전주여행","여행","국내여행","전라북도","248","821","1069","20210405"
"46287","6","강릉여행","여행","국내여행","강원도","272","737","1009","20210405"
"46288","7","남해여행","여행","국내여행","경상남도","227","517","744","20210405"
"46289","8","군산여행","여행","국내여행","전라북도","182","503","685","20210405"
"46290","9","속초여행","여행","국내여행","강원도","186","489","675","20210405"
"46291","10","춘천여행","여행","국내여행","강원도","149","414","563","20210405"
