"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43262","1","제주여행","여행","국내여행","제주특별자치도","1957","173","2130","20200607"
"43263","2","부산여행","여행","국내여행","부산광역시","1623","202","1825","20200607"
"43264","3","여수여행","여행","국내여행","전라남도","1147","146","1293","20200607"
"43265","4","강릉여행","여행","국내여행","강원도","1092","166","1258","20200607"
"43266","5","경주여행","여행","국내여행","경상북도","876","138","1014","20200607"
"43267","6","속초여행","여행","국내여행","강원도","789","102","891","20200607"
"43268","7","남해여행","여행","국내여행","경상남도","722","102","824","20200607"
"43269","8","전주여행","여행","국내여행","전라북도","533","68","601","20200607"
"43270","9","춘천여행","여행","국내여행","강원도","496","64","560","20200607"
"43271","10","군산여행","여행","국내여행","전라북도","442","71","513","20200607"
