"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49362","1","부산여행","여행","국내여행","부산광역시","362","2443","2805","20220202"
"49363","2","제주여행","여행","국내여행","제주특별자치도","206","2352","2558","20220202"
"49364","3","강릉여행","여행","국내여행","강원도","167","1501","1668","20220202"
"49365","4","경주여행","여행","국내여행","경상북도","169","1443","1612","20220202"
"49366","5","여수여행","여행","국내여행","전라남도","149","1182","1331","20220202"
"49367","6","군산여행","여행","국내여행","전라북도","108","836","944","20220202"
"49368","7","전주여행","여행","국내여행","전라북도","113","791","904","20220202"
"49369","8","속초여행","여행","국내여행","강원도","102","730","832","20220202"
"49370","9","남해여행","여행","국내여행","경상남도","118","697","815","20220202"
"49371","10","포항여행","여행","국내여행","경상북도","70","628","698","20220202"
