"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43692","1","부산여행","여행","국내여행","부산광역시","3371","1206","4577","20200720"
"43693","2","여수여행","여행","국내여행","전라남도","2229","1018","3247","20200720"
"43694","3","제주여행","여행","국내여행","제주특별자치도","2267","872","3139","20200720"
"43695","4","강릉여행","여행","국내여행","강원도","1718","710","2428","20200720"
"43696","5","경주여행","여행","국내여행","경상북도","1589","578","2167","20200720"
"43697","6","속초여행","여행","국내여행","강원도","1332","463","1795","20200720"
"43698","7","남해여행","여행","국내여행","경상남도","1256","512","1768","20200720"
"43699","8","통영여행","여행","국내여행","경상남도","749","326","1075","20200720"
"43700","9","전주여행","여행","국내여행","전라북도","793","264","1057","20200720"
"43701","10","군산여행","여행","국내여행","전라북도","754","286","1040","20200720"
