"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42822","1","제주여행","여행","국내여행","제주특별자치도","2020","478","2498","20200424"
"42823","2","부산여행","여행","국내여행","부산광역시","1483","362","1845","20200424"
"42824","3","여수여행","여행","국내여행","전라남도","1083","351","1434","20200424"
"42825","4","강릉여행","여행","국내여행","강원도","955","329","1284","20200424"
"42826","5","경주여행","여행","국내여행","경상북도","709","288","997","20200424"
"42827","6","전주여행","여행","국내여행","전라북도","708","271","979","20200424"
"42828","7","군산여행","여행","국내여행","전라북도","636","257","893","20200424"
"42829","8","속초여행","여행","국내여행","강원도","632","235","867","20200424"
"42830","9","남해여행","여행","국내여행","경상남도","607","225","832","20200424"
"42831","10","춘천여행","여행","국내여행","강원도","480","155","635","20200424"
