"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49172","1","부산여행","여행","국내여행","부산광역시","673","2245","2918","20220114"
"49173","2","제주여행","여행","국내여행","제주특별자치도","495","1891","2386","20220114"
"49174","3","강릉여행","여행","국내여행","강원도","328","1151","1479","20220114"
"49175","4","경주여행","여행","국내여행","경상북도","320","1124","1444","20220114"
"49176","5","여수여행","여행","국내여행","전라남도","304","1034","1338","20220114"
"49177","6","속초여행","여행","국내여행","강원도","205","723","928","20220114"
"49178","7","전주여행","여행","국내여행","전라북도","197","682","879","20220114"
"49179","8","군산여행","여행","국내여행","전라북도","190","677","867","20220114"
"49180","9","춘천여행","여행","국내여행","강원도","151","541","692","20220114"
"49181","10","포항여행","여행","국내여행","경상북도","146","545","691","20220114"
