SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
53672,1,부산여행,여행,국내여행,부산광역시,482,3497,3979,20230205
53673,2,제주여행,여행,국내여행,제주특별자치도,241,2322,2563,20230205
53674,3,여수여행,여행,국내여행,전라남도,227,2012,2239,20230205
53675,4,경주여행,여행,국내여행,경상북도,211,1786,1997,20230205
53676,5,군산여행,여행,국내여행,전라북도,120,1619,1739,20230205
53677,6,강릉여행,여행,국내여행,강원도,165,1299,1464,20230205
53678,7,전주여행,여행,국내여행,전라북도,143,1291,1434,20230205
53679,8,속초여행,여행,국내여행,강원도,152,1041,1193,20230205
53680,9,대구여행,여행,국내여행,대구광역시,111,973,1084,20230205
53681,10,남해여행,여행,국내여행,경상남도,87,706,793,20230205
